date,open,high,low,close,volume,date,return_rate
2002-02-26 00:00:00+00:00,1253.121,1253.121,1253.121,1253.121,0.0,2002-02-26 00:00:00+00:00,-0.0011876191106247346
2002-02-27 00:00:00+00:00,1255.997,1255.997,1255.997,1255.997,0.0,2002-02-27 00:00:00+00:00,0.0022950696700478057
2002-02-28 00:00:00+00:00,1244.603,1244.603,1244.603,1244.603,0.0,2002-02-28 00:00:00+00:00,-0.009071677718975447
2002-03-01 00:00:00+00:00,1227.229,1227.229,1227.229,1227.229,0.0,2002-03-01 00:00:00+00:00,-0.013959471413776138
2002-03-04 00:00:00+00:00,1245.867,1245.867,1245.867,1245.867,0.0,2002-03-04 00:00:00+00:00,0.015187059627828155
2002-03-05 00:00:00+00:00,1275.614,1275.614,1275.614,1275.614,0.0,2002-03-05 00:00:00+00:00,0.023876545409742832
2002-03-06 00:00:00+00:00,1288.444,1288.444,1288.444,1288.444,0.0,2002-03-06 00:00:00+00:00,0.010057901528205184
2002-03-07 00:00:00+00:00,1328.388,1328.388,1328.388,1328.388,0.0,2002-03-07 00:00:00+00:00,0.031001735426607568
2002-03-08 00:00:00+00:00,1351.854,1351.854,1351.854,1351.854,0.0,2002-03-08 00:00:00+00:00,0.017665019557539005
2002-03-11 00:00:00+00:00,1377.037,1377.037,1377.037,1377.037,0.0,2002-03-11 00:00:00+00:00,0.01862849094650753
2002-03-12 00:00:00+00:00,1362.404,1362.404,1362.404,1362.404,0.0,2002-03-12 00:00:00+00:00,-0.010626439231480373
2002-03-13 00:00:00+00:00,1343.138,1343.138,1343.138,1343.138,0.0,2002-03-13 00:00:00+00:00,-0.01414117985560823
2002-03-14 00:00:00+00:00,1376.329,1376.329,1376.329,1376.329,0.0,2002-03-14 00:00:00+00:00,0.02471153373666744
2002-03-15 00:00:00+00:00,1338.702,1338.702,1338.702,1338.702,0.0,2002-03-15 00:00:00+00:00,-0.027338666844918588
2002-03-18 00:00:00+00:00,1341.907,1341.907,1341.907,1341.907,0.0,2002-03-18 00:00:00+00:00,0.002394110115619404
2002-03-19 00:00:00+00:00,1368.378,1368.378,1368.378,1368.378,0.0,2002-03-19 00:00:00+00:00,0.019726404288821806
2002-03-20 00:00:00+00:00,1382.417,1382.417,1382.417,1382.417,0.0,2002-03-20 00:00:00+00:00,0.010259592013317949
2002-03-21 00:00:00+00:00,1385.79,1385.79,1385.79,1385.79,0.0,2002-03-21 00:00:00+00:00,0.002439929485820883
2002-03-22 00:00:00+00:00,1369.901,1369.901,1369.901,1369.901,0.0,2002-03-22 00:00:00+00:00,-0.011465662185468142
2002-03-25 00:00:00+00:00,1373.012,1373.012,1373.012,1373.012,0.0,2002-03-25 00:00:00+00:00,0.0022709670260842763
2002-03-26 00:00:00+00:00,1350.009,1350.009,1350.009,1350.009,0.0,2002-03-26 00:00:00+00:00,-0.01675367731673134
2002-03-27 00:00:00+00:00,1354.098,1354.098,1354.098,1354.098,0.0,2002-03-27 00:00:00+00:00,0.0030288686964308697
2002-03-28 00:00:00+00:00,1352.533,1352.533,1352.533,1352.533,0.0,2002-03-28 00:00:00+00:00,-0.0011557509131540366
2002-03-29 00:00:00+00:00,1313.466,1313.466,1313.466,1313.466,0.0,2002-03-29 00:00:00+00:00,-0.02888432297030831
2002-04-01 00:00:00+00:00,1317.579,1317.579,1317.579,1317.579,0.0,2002-04-01 00:00:00+00:00,0.003131409568272081
2002-04-02 00:00:00+00:00,1296.574,1296.574,1296.574,1296.574,0.0,2002-04-02 00:00:00+00:00,-0.015942118081724042
2002-04-03 00:00:00+00:00,1302.248,1302.248,1302.248,1302.248,0.0,2002-04-03 00:00:00+00:00,0.0043761482183045305
2002-04-04 00:00:00+00:00,1337.728,1337.728,1337.728,1337.728,0.0,2002-04-04 00:00:00+00:00,0.027245194463727352
2002-04-05 00:00:00+00:00,1332.201,1332.201,1332.201,1332.201,0.0,2002-04-05 00:00:00+00:00,-0.004131632140465059
2002-04-08 00:00:00+00:00,1333.705,1333.705,1333.705,1333.705,0.0,2002-04-08 00:00:00+00:00,0.0011289587682338515
2002-04-09 00:00:00+00:00,1357.742,1357.742,1357.742,1357.742,0.0,2002-04-09 00:00:00+00:00,0.01802272616508151
2002-04-10 00:00:00+00:00,1366.716,1366.716,1366.716,1366.716,0.0,2002-04-10 00:00:00+00:00,0.006609503130933515
2002-04-11 00:00:00+00:00,1344.734,1344.734,1344.734,1344.734,0.0,2002-04-11 00:00:00+00:00,-0.016083809657602584
2002-04-12 00:00:00+00:00,1350.689,1350.689,1350.689,1350.689,0.0,2002-04-12 00:00:00+00:00,0.004428385093260195
2002-04-15 00:00:00+00:00,1344.581,1344.581,1344.581,1344.581,0.0,2002-04-15 00:00:00+00:00,-0.0045221364799744234
2002-04-16 00:00:00+00:00,1341.502,1341.502,1341.502,1341.502,0.0,2002-04-16 00:00:00+00:00,-0.002289932700224048
2002-04-17 00:00:00+00:00,1341.766,1341.766,1341.766,1341.766,0.0,2002-04-17 00:00:00+00:00,0.000196794339479273
2002-04-18 00:00:00+00:00,1326.546,1326.546,1326.546,1326.546,0.0,2002-04-18 00:00:00+00:00,-0.011343259554944772
2002-04-19 00:00:00+00:00,1330.642,1330.642,1330.642,1330.642,0.0,2002-04-19 00:00:00+00:00,0.003087718028624717
2002-04-22 00:00:00+00:00,1324.867,1324.867,1324.867,1324.867,0.0,2002-04-22 00:00:00+00:00,-0.004340010310812443
2002-04-23 00:00:00+00:00,1318.661,1318.661,1318.661,1318.661,0.0,2002-04-23 00:00:00+00:00,-0.004684243776922441
2002-04-24 00:00:00+00:00,1309.727,1309.727,1309.727,1309.727,0.0,2002-04-24 00:00:00+00:00,-0.0067750543922964045
2002-04-25 00:00:00+00:00,1312.483,1312.483,1312.483,1312.483,0.0,2002-04-25 00:00:00+00:00,0.002104255314275309
2002-04-26 00:00:00+00:00,1331.714,1331.714,1331.714,1331.714,0.0,2002-04-26 00:00:00+00:00,0.014652380259401451
2002-04-29 00:00:00+00:00,1349.785,1349.785,1349.785,1349.785,0.0,2002-04-29 00:00:00+00:00,0.013569730437616591
2002-04-30 00:00:00+00:00,1353.607,1353.607,1353.607,1353.607,0.0,2002-04-30 00:00:00+00:00,0.002831562063587822
2002-05-08 00:00:00+00:00,1342.292,1342.292,1342.292,1342.292,0.0,2002-05-08 00:00:00+00:00,-0.008359147078878918
2002-05-09 00:00:00+00:00,1344.783,1344.783,1344.783,1344.783,0.0,2002-05-09 00:00:00+00:00,0.0018557810074111933
2002-05-10 00:00:00+00:00,1335.451,1335.451,1335.451,1335.451,0.0,2002-05-10 00:00:00+00:00,-0.006939409555296193
2002-05-13 00:00:00+00:00,1319.814,1319.814,1319.814,1319.814,0.0,2002-05-13 00:00:00+00:00,-0.011709152937846422
2002-05-14 00:00:00+00:00,1311.68,1311.68,1311.68,1311.68,0.0,2002-05-14 00:00:00+00:00,-0.006162989633387746
2002-05-15 00:00:00+00:00,1300.119,1300.119,1300.119,1300.119,0.0,2002-05-15 00:00:00+00:00,-0.00881388753354488
2002-05-16 00:00:00+00:00,1261.522,1261.522,1261.522,1261.522,0.0,2002-05-16 00:00:00+00:00,-0.029687282471835257
2002-05-17 00:00:00+00:00,1277.235,1277.235,1277.235,1277.235,0.0,2002-05-17 00:00:00+00:00,0.012455589359519665
2002-05-20 00:00:00+00:00,1258.829,1258.829,1258.829,1258.829,0.0,2002-05-20 00:00:00+00:00,-0.014410817116662126
2002-05-21 00:00:00+00:00,1298.878,1298.878,1298.878,1298.878,0.0,2002-05-21 00:00:00+00:00,0.03181448790900113
2002-05-22 00:00:00+00:00,1280.16,1280.16,1280.16,1280.16,0.0,2002-05-22 00:00:00+00:00,-0.014410899253047513
2002-05-23 00:00:00+00:00,1284.836,1284.836,1284.836,1284.836,0.0,2002-05-23 00:00:00+00:00,0.0036526684164478896
2002-05-24 00:00:00+00:00,1265.966,1265.966,1265.966,1265.966,0.0,2002-05-24 00:00:00+00:00,-0.014686699314153805
2002-05-27 00:00:00+00:00,1270.336,1270.336,1270.336,1270.336,0.0,2002-05-27 00:00:00+00:00,0.0034519094509648115
2002-05-28 00:00:00+00:00,1270.382,1270.382,1270.382,1270.382,0.0,2002-05-28 00:00:00+00:00,3.621089223642336e-05
2002-05-29 00:00:00+00:00,1246.019,1246.019,1246.019,1246.019,0.0,2002-05-29 00:00:00+00:00,-0.01917769615753376
2002-05-30 00:00:00+00:00,1245.886,1245.886,1245.886,1245.886,0.0,2002-05-30 00:00:00+00:00,-0.00010673994537807064
2002-05-31 00:00:00+00:00,1238.577,1238.577,1238.577,1238.577,0.0,2002-05-31 00:00:00+00:00,-0.005866507850637995
2002-06-03 00:00:00+00:00,1213.388,1213.388,1213.388,1213.388,0.0,2002-06-03 00:00:00+00:00,-0.020337048080175942
2002-06-04 00:00:00+00:00,1219.523,1219.523,1219.523,1219.523,0.0,2002-06-04 00:00:00+00:00,0.005056090879421909
2002-06-05 00:00:00+00:00,1196.623,1196.623,1196.623,1196.623,0.0,2002-06-05 00:00:00+00:00,-0.018777833628393942
2002-06-06 00:00:00+00:00,1245.613,1245.613,1245.613,1245.613,0.0,2002-06-06 00:00:00+00:00,0.040940212581573314
2002-06-07 00:00:00+00:00,1252.514,1252.514,1252.514,1252.514,0.0,2002-06-07 00:00:00+00:00,0.005540244040484355
2002-06-10 00:00:00+00:00,1243.743,1243.743,1243.743,1243.743,0.0,2002-06-10 00:00:00+00:00,-0.00700271613730462
2002-06-11 00:00:00+00:00,1252.851,1252.851,1252.851,1252.851,0.0,2002-06-11 00:00:00+00:00,0.007323056290568208
2002-06-12 00:00:00+00:00,1246.843,1246.843,1246.843,1246.843,0.0,2002-06-12 00:00:00+00:00,-0.004795462509109253
2002-06-13 00:00:00+00:00,1235.572,1235.572,1235.572,1235.572,0.0,2002-06-13 00:00:00+00:00,-0.009039630490767631
2002-06-14 00:00:00+00:00,1222.119,1222.119,1222.119,1222.119,0.0,2002-06-14 00:00:00+00:00,-0.0108880745112385
2002-06-17 00:00:00+00:00,1224.654,1224.654,1224.654,1224.654,0.0,2002-06-17 00:00:00+00:00,0.0020742660902907835
2002-06-18 00:00:00+00:00,1248.837,1248.837,1248.837,1248.837,0.0,2002-06-18 00:00:00+00:00,0.01974680195385798
2002-06-19 00:00:00+00:00,1236.049,1236.049,1236.049,1236.049,0.0,2002-06-19 00:00:00+00:00,-0.010239927228293214
2002-06-20 00:00:00+00:00,1245.081,1245.081,1245.081,1245.081,0.0,2002-06-20 00:00:00+00:00,0.00730715368080062
2002-06-21 00:00:00+00:00,1288.522,1288.522,1288.522,1288.522,0.0,2002-06-21 00:00:00+00:00,0.03489009951962967
2002-06-24 00:00:00+00:00,1409.505,1409.505,1409.505,1409.505,0.0,2002-06-24 00:00:00+00:00,0.09389284777442697
2002-06-25 00:00:00+00:00,1409.226,1409.226,1409.226,1409.226,0.0,2002-06-25 00:00:00+00:00,-0.00019794183064266983
2002-06-26 00:00:00+00:00,1417.307,1417.307,1417.307,1417.307,0.0,2002-06-26 00:00:00+00:00,0.005734353467790052
2002-06-27 00:00:00+00:00,1422.512,1422.512,1422.512,1422.512,0.0,2002-06-27 00:00:00+00:00,0.003672457696180099
2002-06-28 00:00:00+00:00,1431.175,1431.175,1431.175,1431.175,0.0,2002-06-28 00:00:00+00:00,0.006089931051548255
2002-07-01 00:00:00+00:00,1415.33,1415.33,1415.33,1415.33,0.0,2002-07-01 00:00:00+00:00,-0.011071322514716948
2002-07-02 00:00:00+00:00,1425.814,1425.814,1425.814,1425.814,0.0,2002-07-02 00:00:00+00:00,0.007407459744370678
2002-07-03 00:00:00+00:00,1427.39,1427.39,1427.39,1427.39,0.0,2002-07-03 00:00:00+00:00,0.001105333514750186
2002-07-04 00:00:00+00:00,1412.617,1412.617,1412.617,1412.617,0.0,2002-07-04 00:00:00+00:00,-0.01034965916813214
2002-07-05 00:00:00+00:00,1415.403,1415.403,1415.403,1415.403,0.0,2002-07-05 00:00:00+00:00,0.001972226017384796
2002-07-08 00:00:00+00:00,1423.696,1423.696,1423.696,1423.696,0.0,2002-07-08 00:00:00+00:00,0.005859108677881772
2002-07-09 00:00:00+00:00,1419.471,1419.471,1419.471,1419.471,0.0,2002-07-09 00:00:00+00:00,-0.0029676279205672483
2002-07-10 00:00:00+00:00,1392.901,1392.901,1392.901,1392.901,0.0,2002-07-10 00:00:00+00:00,-0.018718240809428258
2002-07-11 00:00:00+00:00,1390.929,1390.929,1390.929,1390.929,0.0,2002-07-11 00:00:00+00:00,-0.0014157502938112472
2002-07-12 00:00:00+00:00,1389.45,1389.45,1389.45,1389.45,0.0,2002-07-12 00:00:00+00:00,-0.001063318113289781
2002-07-15 00:00:00+00:00,1379.38,1379.38,1379.38,1379.38,0.0,2002-07-15 00:00:00+00:00,-0.007247472021303348
2002-07-16 00:00:00+00:00,1382.412,1382.412,1382.412,1382.412,0.0,2002-07-16 00:00:00+00:00,0.0021980889965056223
2002-07-17 00:00:00+00:00,1393.022,1393.022,1393.022,1393.022,0.0,2002-07-17 00:00:00+00:00,0.007674991247182388
2002-07-18 00:00:00+00:00,1397.411,1397.411,1397.411,1397.411,0.0,2002-07-18 00:00:00+00:00,0.0031507040089820003
2002-07-19 00:00:00+00:00,1403.253,1403.253,1403.253,1403.253,0.0,2002-07-19 00:00:00+00:00,0.004180588244975795
2002-07-22 00:00:00+00:00,1380.282,1380.282,1380.282,1380.282,0.0,2002-07-22 00:00:00+00:00,-0.016369820695198944
2002-07-23 00:00:00+00:00,1375.613,1375.613,1375.613,1375.613,0.0,2002-07-23 00:00:00+00:00,-0.003382642097774128
2002-07-24 00:00:00+00:00,1372.892,1372.892,1372.892,1372.892,0.0,2002-07-24 00:00:00+00:00,-0.001978027250396735
2002-07-25 00:00:00+00:00,1364.996,1364.996,1364.996,1364.996,0.0,2002-07-25 00:00:00+00:00,-0.005751362816594429
2002-07-26 00:00:00+00:00,1361.409,1361.409,1361.409,1361.409,0.0,2002-07-26 00:00:00+00:00,-0.0026278465284879874
2002-07-29 00:00:00+00:00,1368.797,1368.797,1368.797,1368.797,0.0,2002-07-29 00:00:00+00:00,0.005426730688573324
2002-07-30 00:00:00+00:00,1371.909,1371.909,1371.909,1371.909,0.0,2002-07-30 00:00:00+00:00,0.0022735292377175577
2002-07-31 00:00:00+00:00,1358.16,1358.16,1358.16,1358.16,0.0,2002-07-31 00:00:00+00:00,-0.010021801737578821
2002-08-01 00:00:00+00:00,1355.303,1355.303,1355.303,1355.303,0.0,2002-08-01 00:00:00+00:00,-0.002103581315897958
2002-08-02 00:00:00+00:00,1359.993,1359.993,1359.993,1359.993,0.0,2002-08-02 00:00:00+00:00,0.0034604807928557873
2002-08-05 00:00:00+00:00,1353.479,1353.479,1353.479,1353.479,0.0,2002-08-05 00:00:00+00:00,-0.0047897305353776795
2002-08-06 00:00:00+00:00,1368.994,1368.994,1368.994,1368.994,0.0,2002-08-06 00:00:00+00:00,0.011463051883331675
2002-08-07 00:00:00+00:00,1366.795,1366.795,1366.795,1366.795,0.0,2002-08-07 00:00:00+00:00,-0.0016062889976141911
2002-08-08 00:00:00+00:00,1359.677,1359.677,1359.677,1359.677,0.0,2002-08-08 00:00:00+00:00,-0.005207803657461554
2002-08-09 00:00:00+00:00,1350.311,1350.311,1350.311,1350.311,0.0,2002-08-09 00:00:00+00:00,-0.006888400701048842
2002-08-12 00:00:00+00:00,1340.216,1340.216,1340.216,1340.216,0.0,2002-08-12 00:00:00+00:00,-0.007476055516099645
2002-08-13 00:00:00+00:00,1342.357,1342.357,1342.357,1342.357,0.0,2002-08-13 00:00:00+00:00,0.0015975036859730645
2002-08-14 00:00:00+00:00,1351.507,1351.507,1351.507,1351.507,0.0,2002-08-14 00:00:00+00:00,0.006816368521935737
2002-08-15 00:00:00+00:00,1340.968,1340.968,1340.968,1340.968,0.0,2002-08-15 00:00:00+00:00,-0.007797961830756324
2002-08-16 00:00:00+00:00,1349.622,1349.622,1349.622,1349.622,0.0,2002-08-16 00:00:00+00:00,0.006453546989935626
2002-08-19 00:00:00+00:00,1347.16,1347.16,1347.16,1347.16,0.0,2002-08-19 00:00:00+00:00,-0.0018242144837591482
2002-08-20 00:00:00+00:00,1370.046,1370.046,1370.046,1370.046,0.0,2002-08-20 00:00:00+00:00,0.01698833100745269
2002-08-21 00:00:00+00:00,1370.957,1370.957,1370.957,1370.957,0.0,2002-08-21 00:00:00+00:00,0.0006649411771575978
2002-08-22 00:00:00+00:00,1381.549,1381.549,1381.549,1381.549,0.0,2002-08-22 00:00:00+00:00,0.007725989947168197
2002-08-23 00:00:00+00:00,1379.419,1379.419,1379.419,1379.419,0.0,2002-08-23 00:00:00+00:00,-0.0015417477049311185
2002-08-26 00:00:00+00:00,1366.181,1366.181,1366.181,1366.181,0.0,2002-08-26 00:00:00+00:00,-0.009596794012551702
2002-08-27 00:00:00+00:00,1369.76,1369.76,1369.76,1369.76,0.0,2002-08-27 00:00:00+00:00,0.0026197114437984067
2002-08-28 00:00:00+00:00,1368.397,1368.397,1368.397,1368.397,0.0,2002-08-28 00:00:00+00:00,-0.0009950648288751726
2002-08-29 00:00:00+00:00,1362.67,1362.67,1362.67,1362.67,0.0,2002-08-29 00:00:00+00:00,-0.004185188947359474
2002-08-30 00:00:00+00:00,1361.298,1361.298,1361.298,1361.298,0.0,2002-08-30 00:00:00+00:00,-0.0010068468521359324
2002-09-02 00:00:00+00:00,1362.152,1362.152,1362.152,1362.152,0.0,2002-09-02 00:00:00+00:00,0.0006273424334716144
2002-09-03 00:00:00+00:00,1366.71,1366.71,1366.71,1366.71,0.0,2002-09-03 00:00:00+00:00,0.003346175757184215
2002-09-04 00:00:00+00:00,1358.78,1358.78,1358.78,1358.78,0.0,2002-09-04 00:00:00+00:00,-0.005802255050449666
2002-09-05 00:00:00+00:00,1341.468,1341.468,1341.468,1341.468,0.0,2002-09-05 00:00:00+00:00,-0.01274084104858763
2002-09-06 00:00:00+00:00,1334.343,1334.343,1334.343,1334.343,0.0,2002-09-06 00:00:00+00:00,-0.005311345481219082
2002-09-09 00:00:00+00:00,1323.132,1323.132,1323.132,1323.132,0.0,2002-09-09 00:00:00+00:00,-0.008401887670561476
2002-09-10 00:00:00+00:00,1324.21,1324.21,1324.21,1324.21,0.0,2002-09-10 00:00:00+00:00,0.0008147335262090059
2002-09-11 00:00:00+00:00,1319.034,1319.034,1319.034,1319.034,0.0,2002-09-11 00:00:00+00:00,-0.003908745591711232
2002-09-12 00:00:00+00:00,1322.232,1322.232,1322.232,1322.232,0.0,2002-09-12 00:00:00+00:00,0.0024245015670557885
2002-09-13 00:00:00+00:00,1321.809,1321.809,1321.809,1321.809,0.0,2002-09-13 00:00:00+00:00,-0.00031991360063892104
2002-09-16 00:00:00+00:00,1302.617,1302.617,1302.617,1302.617,0.0,2002-09-16 00:00:00+00:00,-0.01451949563060927
2002-09-17 00:00:00+00:00,1304.376,1304.376,1304.376,1304.376,0.0,2002-09-17 00:00:00+00:00,0.0013503585474471888
2002-09-18 00:00:00+00:00,1295.561,1295.561,1295.561,1295.561,0.0,2002-09-18 00:00:00+00:00,-0.0067580206934197305
2002-09-19 00:00:00+00:00,1319.817,1319.817,1319.817,1319.817,0.0,2002-09-19 00:00:00+00:00,0.018722391303844503
2002-09-20 00:00:00+00:00,1305.747,1305.747,1305.747,1305.747,0.0,2002-09-20 00:00:00+00:00,-0.010660568851590741
2002-09-23 00:00:00+00:00,1304.924,1304.924,1304.924,1304.924,0.0,2002-09-23 00:00:00+00:00,-0.0006302905539894733
2002-09-24 00:00:00+00:00,1299.185,1299.185,1299.185,1299.185,0.0,2002-09-24 00:00:00+00:00,-0.004397957275672785
2002-09-25 00:00:00+00:00,1299.523,1299.523,1299.523,1299.523,0.0,2002-09-25 00:00:00+00:00,0.00026016310225253944
2002-09-26 00:00:00+00:00,1291.378,1291.378,1291.378,1291.378,0.0,2002-09-26 00:00:00+00:00,-0.0062676843734200795
2002-09-27 00:00:00+00:00,1285.652,1285.652,1285.652,1285.652,0.0,2002-09-27 00:00:00+00:00,-0.004434023190731053
2002-10-08 00:00:00+00:00,1272.939,1272.939,1272.939,1272.939,0.0,2002-10-08 00:00:00+00:00,-0.00988836792537947
2002-10-09 00:00:00+00:00,1247.533,1247.533,1247.533,1247.533,0.0,2002-10-09 00:00:00+00:00,-0.019958536897683374
2002-10-10 00:00:00+00:00,1241.552,1241.552,1241.552,1241.552,0.0,2002-10-10 00:00:00+00:00,-0.004794261955395164
2002-10-11 00:00:00+00:00,1237.14,1237.14,1237.14,1237.14,0.0,2002-10-11 00:00:00+00:00,-0.0035536167635345176
2002-10-14 00:00:00+00:00,1243.744,1243.744,1243.744,1243.744,0.0,2002-10-14 00:00:00+00:00,0.005338118563784061
2002-10-15 00:00:00+00:00,1238.967,1238.967,1238.967,1238.967,0.0,2002-10-15 00:00:00+00:00,-0.0038408225486915447
2002-10-16 00:00:00+00:00,1247.72,1247.72,1247.72,1247.72,0.0,2002-10-16 00:00:00+00:00,0.007064756365585143
2002-10-17 00:00:00+00:00,1228.263,1228.263,1228.263,1228.263,0.0,2002-10-17 00:00:00+00:00,-0.01559404353540867
2002-10-18 00:00:00+00:00,1233.668,1233.668,1233.668,1233.668,0.0,2002-10-18 00:00:00+00:00,0.004400523340685157
2002-10-21 00:00:00+00:00,1237.362,1237.362,1237.362,1237.362,0.0,2002-10-21 00:00:00+00:00,0.0029943226216455217
2002-10-22 00:00:00+00:00,1254.739,1254.739,1254.739,1254.739,0.0,2002-10-22 00:00:00+00:00,0.014043586274671399
2002-10-23 00:00:00+00:00,1255.635,1255.635,1255.635,1255.635,0.0,2002-10-23 00:00:00+00:00,0.0007140927316357889
2002-10-24 00:00:00+00:00,1244.559,1244.559,1244.559,1244.559,0.0,2002-10-24 00:00:00+00:00,-0.008821034775233267
2002-10-25 00:00:00+00:00,1233.578,1233.578,1233.578,1233.578,0.0,2002-10-25 00:00:00+00:00,-0.008823205649551363
2002-10-28 00:00:00+00:00,1219.425,1219.425,1219.425,1219.425,0.0,2002-10-28 00:00:00+00:00,-0.01147312938460318
2002-10-29 00:00:00+00:00,1226.775,1226.775,1226.775,1226.775,0.0,2002-10-29 00:00:00+00:00,0.006027430961313846
2002-10-30 00:00:00+00:00,1225.94,1225.94,1225.94,1225.94,0.0,2002-10-30 00:00:00+00:00,-0.0006806464103034674
2002-10-31 00:00:00+00:00,1225.338,1225.338,1225.338,1225.338,0.0,2002-10-31 00:00:00+00:00,-0.0004910517643604819
2002-11-01 00:00:00+00:00,1227.849,1227.849,1227.849,1227.849,0.0,2002-11-01 00:00:00+00:00,0.002049230498033985
2002-11-04 00:00:00+00:00,1246.804,1246.804,1246.804,1246.804,0.0,2002-11-04 00:00:00+00:00,0.01543756601992603
2002-11-05 00:00:00+00:00,1265.73,1265.73,1265.73,1265.73,0.0,2002-11-05 00:00:00+00:00,0.01517961122999279
2002-11-06 00:00:00+00:00,1260.054,1260.054,1260.054,1260.054,0.0,2002-11-06 00:00:00+00:00,-0.004484368704225965
2002-11-07 00:00:00+00:00,1259.87,1259.87,1259.87,1259.87,0.0,2002-11-07 00:00:00+00:00,-0.00014602548779671064
2002-11-08 00:00:00+00:00,1232.945,1232.945,1232.945,1232.945,0.0,2002-11-08 00:00:00+00:00,-0.021371252589552855
2002-11-11 00:00:00+00:00,1218.356,1218.356,1218.356,1218.356,0.0,2002-11-11 00:00:00+00:00,-0.011832644602962778
2002-11-12 00:00:00+00:00,1200.92,1200.92,1200.92,1200.92,0.0,2002-11-12 00:00:00+00:00,-0.014311088056364414
2002-11-13 00:00:00+00:00,1206.419,1206.419,1206.419,1206.419,0.0,2002-11-13 00:00:00+00:00,0.004578989441428258
2002-11-14 00:00:00+00:00,1183.635,1183.635,1183.635,1183.635,0.0,2002-11-14 00:00:00+00:00,-0.018885644208189778
2002-11-15 00:00:00+00:00,1186.923,1186.923,1186.923,1186.923,0.0,2002-11-15 00:00:00+00:00,0.0027778833846582866
2002-11-18 00:00:00+00:00,1174.825,1174.825,1174.825,1174.825,0.0,2002-11-18 00:00:00+00:00,-0.010192742073411634
