back_test_date,cal_beta_date,hold_period,Hedge_return,Stock_retrun,Future_retrun
20,10,5,-47736.05962409067,-47999.99999999969,263.94037590902127
20,10,10,-561.0464599918689,2000.0000000003126,-2561.0464599921816
20,10,15,33970.785199014164,38000.000000000255,-4029.214800986088
20,15,5,-47419.31558373613,-47999.99999999969,580.6844162635616
20,15,10,-3634.4534765569706,2000.0000000003126,-5634.4534765572835
20,15,15,29135.48945797696,38000.000000000255,-8864.510542023292
20,20,5,-47251.065792705005,-47999.99999999969,748.9342072946783
20,20,10,-5267.002230155747,2000.0000000003126,-7267.00223015606
20,20,15,26567.051241767615,38000.000000000255,-11432.94875823264
20,25,5,-46475.721960814364,-47999.99999999969,1524.2780391853207
20,25,10,-12790.260348969523,2000.0000000003126,-14790.260348969836
20,25,15,14730.943058062214,38000.000000000255,-23269.05694193804
20,30,5,-46380.16818652991,-47999.99999999969,1619.8318134697754
20,30,10,-13717.430565073355,2000.0000000003126,-15717.430565073668
20,30,15,13272.254972501109,38000.000000000255,-24727.745027499146
20,35,5,-46336.45406624425,-47999.99999999969,1663.545933755434
20,35,10,-14141.59413847013,2000.0000000003126,-16141.594138470442
20,35,15,12604.931605015368,38000.000000000255,-25395.068394984886
20,40,5,-46327.55870723496,-47999.99999999969,1672.441292764728
20,40,10,-14227.906918857183,2000.0000000003126,-16227.906918857496
20,40,15,12469.138390139116,38000.000000000255,-25530.86160986114
20,45,5,-46332.97187834499,-47999.99999999969,1667.0281216546937
20,45,10,-14175.38224293013,2000.0000000003126,-16175.382242930444
20,45,15,12551.773830365732,38000.000000000255,-25448.226169634523
20,50,5,-46405.5182755183,-47999.99999999969,1594.481724481392
20,50,10,-13471.45548285795,2000.0000000003126,-15471.455482858262
20,50,15,13659.239924714399,38000.000000000255,-24340.760075285856
20,55,5,-46412.59207632369,-47999.99999999969,1587.407923675997
20,55,10,-13402.817509418104,2000.0000000003126,-15402.817509418417
20,55,15,13767.225915134251,38000.000000000255,-24232.774084866003
20,60,5,-46476.66360067024,-47999.99999999969,1523.3363993294467
20,60,10,-12781.123499742993,2000.0000000003126,-14781.123499743306
20,60,15,14745.317778987042,38000.000000000255,-23254.682221013212
20,65,5,-46255.54042801103,-47999.99999999969,1744.459571988657
20,65,10,-14926.70928445186,2000.0000000003126,-16926.709284452172
20,65,15,11369.73434636134,38000.000000000255,-26630.265653638915
20,70,5,-46241.998316700694,-47999.99999999969,1758.0016832989954
20,70,10,-15058.110083259988,2000.0000000003126,-17058.1100832603
20,70,15,11163.00555338946,38000.000000000255,-26836.994446610795
20,75,5,-46194.6424844484,-47999.99999999969,1805.3575155512897
20,75,10,-15517.609643083022,2000.0000000003126,-17517.609643083335
20,75,15,10440.089176663041,38000.000000000255,-27559.910823337214
20,80,5,-45953.010438650155,-47999.99999999969,2046.9895613495344
20,80,10,-17862.195587469076,2000.0000000003126,-19862.19558746939
20,80,15,6751.4249775242715,38000.000000000255,-31248.575022475983
20,85,5,-45960.091306235845,-47999.99999999969,2039.9086937638406
20,85,10,-17793.48904417664,2000.0000000003126,-19793.489044176953
20,85,15,6859.51884676213,38000.000000000255,-31140.481153238125
20,90,5,-46013.99434870596,-47999.99999999969,1986.0056512937308
20,90,10,-17270.461085208866,2000.0000000003126,-19270.46108520918
20,90,15,7682.382479469885,38000.000000000255,-30317.61752053037
20,95,5,-46151.62871683598,-47999.99999999969,1848.3712831637108
20,95,10,-15934.977606947286,2000.0000000003126,-17934.9776069476
20,95,15,9783.457130454684,38000.000000000255,-28216.54286954557
20,100,5,-46279.169470153785,-47999.99999999969,1720.8305298459009
20,100,10,-14697.433734910432,2000.0000000003126,-16697.433734910745
20,100,15,11730.446442821842,38000.000000000255,-26269.553557178413
20,105,5,-46166.376261537196,-47999.99999999969,1833.6237384624912
20,105,10,-15791.880337268267,2000.0000000003126,-17791.88033726858
20,105,15,10008.587617534238,38000.000000000255,-27991.412382466016
20,110,5,-45980.79764862102,-47999.99999999969,2019.2023513786726
20,110,10,-17592.57281572056,2000.0000000003126,-19592.572815720872
20,110,15,7175.614104735701,38000.000000000255,-30824.385895264553
20,115,5,-46078.758058586136,-47999.99999999969,1921.2419414135513
20,115,10,-16642.05071277776,2000.0000000003126,-18642.050712778073
20,115,15,8671.040988109482,38000.000000000255,-29328.959011890773
20,120,5,-46026.15128290004,-47999.99999999969,1973.8487170996455
20,120,10,-17152.500833106882,2000.0000000003126,-19152.500833107195
20,120,15,7867.965678026467,38000.000000000255,-30132.034321973788
20,125,5,-45868.824636095145,-47999.99999999969,2131.1753639045455
20,125,10,-18679.060952885655,2000.0000000003126,-20679.060952885968
20,125,15,5466.27608539545,38000.000000000255,-32533.723914604805
20,130,5,-45879.627619047315,-47999.99999999969,2120.3723809523763
20,130,10,-18574.238258927893,2000.0000000003126,-20574.238258928206
20,130,15,5631.190372024652,38000.000000000255,-32368.809627975603
20,135,5,-45953.39002168029,-47999.99999999969,2046.6099783193974
20,135,10,-17858.51244587978,2000.0000000003126,-19858.512445880093
20,135,15,6757.219549718706,38000.000000000255,-31242.78045028155
20,140,5,-45951.46393656434,-47999.99999999969,2048.536063435346
20,140,10,-17877.201490520467,2000.0000000003126,-19877.20149052078
20,140,15,6727.816656620555,38000.000000000255,-31272.1833433797
20,145,5,-46027.18119873545,-47999.99999999969,1972.8188012642374
20,145,10,-17142.507431016442,2000.0000000003126,-19142.507431016755
20,145,15,7883.687986951361,38000.000000000255,-30116.312013048893
20,150,5,-46077.76716623718,-47999.99999999969,1922.2328337625079
20,150,10,-16651.66546510123,2000.0000000003126,-18651.66546510154
20,150,15,8655.91439709494,38000.000000000255,-29344.085602905314
20,155,5,-46094.70124480308,-47999.99999999969,1905.2987551966046
20,155,10,-16487.35198401645,2000.0000000003126,-18487.351984016765
20,155,15,8914.423690202555,38000.000000000255,-29085.5763097977
20,160,5,-46100.96967907089,-47999.99999999969,1899.0303209287927
20,160,10,-16426.528582761588,2000.0000000003126,-18426.5285827619
20,160,15,9010.11525707212,38000.000000000255,-28989.884742928134
20,165,5,-46093.13256758018,-47999.99999999969,1906.8674324195101
20,165,10,-16502.573055194956,2000.0000000003126,-18502.57305519527
20,165,15,8890.476851971638,38000.000000000255,-29109.523148028617
20,170,5,-46090.60728666813,-47999.99999999969,1909.3927133315567
20,170,10,-16527.076171544657,2000.0000000003126,-18527.07617154497
20,170,15,8851.92686054868,38000.000000000255,-29148.073139451575
20,175,5,-46066.65006956039,-47999.99999999969,1933.349930439299
20,175,10,-16759.536043793214,2000.0000000003126,-18759.536043793527
20,175,15,8486.204968138307,38000.000000000255,-29513.795031861948
20,180,5,-45989.65105846535,-47999.99999999969,2010.3489415343374
20,180,10,-17506.667073324745,2000.0000000003126,-19506.667073325058
20,180,15,7310.766939390629,38000.000000000255,-30689.233060609626
20,185,5,-45937.610781373754,-47999.99999999969,2062.38921862593
20,185,10,-18011.6203869791,2000.0000000003126,-20011.62038697941
20,185,15,6516.3395844143015,38000.000000000255,-31483.660415585953
20,190,5,-45909.37891487088,-47999.99999999969,2090.6210851288056
20,190,10,-18285.557716639814,2000.0000000003126,-20285.557716640127
20,190,15,6085.362497331345,38000.000000000255,-31914.63750266891
20,195,5,-45917.572937680154,-47999.99999999969,2082.4270623195343
20,195,10,-18206.0500890686,2000.0000000003126,-20206.050089068915
20,195,15,6210.449376779125,38000.000000000255,-31789.55062322113
25,5,5,34985.56166936219,-4000.00000000027,38985.56166936246
25,5,10,-9558.65447074936,-51999.999999999956,42441.3455292506
25,5,15,3453.658903885892,-1999.9999999999573,5453.658903885849
25,5,20,20230.861183258363,33999.999999999985,-13769.138816741624
25,10,5,14970.951622171015,-4000.00000000027,18970.951622171284
25,10,10,-31347.412776971356,-51999.999999999956,20652.5872230286
25,10,15,653.8311826029335,-1999.9999999999573,2653.8311826028907
25,10,20,27299.73315283421,33999.999999999985,-6700.266847165775
25,15,5,12880.416943547883,-4000.00000000027,16880.416943548153
25,15,10,-33623.25800882424,-51999.999999999956,18376.741991175717
25,15,15,361.3879657872344,-1999.9999999999573,2361.3879657871917
25,15,20,28038.079888359003,33999.999999999985,-5961.920111640983
25,20,5,19730.449499758128,-4000.00000000027,23730.449499758397
25,20,10,-26166.02035067845,-51999.999999999956,25833.979649321507
25,20,15,1319.6335172792433,-1999.9999999999573,3319.6335172792005
25,20,20,25618.7470603346,33999.999999999985,-8381.252939665384
25,25,5,20065.227687983057,-4000.00000000027,24065.227687983326
25,25,10,-25801.5665335804,-51999.999999999956,26198.433466419556
25,25,15,1366.4653690946411,-1999.9999999999573,3366.4653690945984
25,25,20,25500.50822654325,33999.999999999985,-8499.491773456735
25,30,5,20216.48611797689,-4000.00000000027,24216.486117977158
25,30,10,-25636.900154113428,-51999.999999999956,26363.09984588653
25,30,15,1387.6247893569362,-1999.9999999999573,3387.6247893568934
25,30,20,25447.08592786122,33999.999999999985,-8552.914072138768
25,35,5,19580.750467368227,-4000.00000000027,23580.750467368496
25,35,10,-26328.989103391006,-51999.999999999956,25671.01089660895
25,35,15,1298.69223989506,-1999.9999999999573,3298.6922398950173
25,35,20,25671.618602245166,33999.999999999985,-8328.381397754822
25,40,5,19124.951229887527,-4000.00000000027,23124.951229887796
25,40,10,-26825.191597379686,-51999.999999999956,25174.80840262027
25,40,15,1234.9308507183982,-1999.9999999999573,3234.9308507183555
25,40,20,25832.600327394164,33999.999999999985,-8167.399672605821
25,45,5,17838.51696679095,-4000.00000000027,21838.51696679122
25,45,10,-28225.65881454577,-51999.999999999956,23774.341185454185
25,45,15,1054.9725950774646,-1999.9999999999573,3054.972595077422
25,45,20,26286.950378764843,33999.999999999985,-7713.0496212351445
25,50,5,17512.653300454756,-4000.00000000027,21512.653300455026
25,50,10,-28580.407902828665,-51999.999999999956,23419.59209717129
25,50,15,1009.3877885678316,-1999.9999999999573,3009.387788567789
25,50,20,26402.040731833717,33999.999999999985,-7597.959268166267
25,55,5,16502.872984283647,-4000.00000000027,20502.872984283917
25,55,10,-29679.697831513557,-51999.999999999956,22320.3021684864
25,55,15,868.1304313195196,-1999.9999999999573,2868.130431319477
25,55,20,26758.68059419332,33999.999999999985,-7241.319405806666
25,60,5,18814.380516129637,-4000.00000000027,22814.380516129906
25,60,10,-27163.2921250995,-51999.999999999956,24836.707874900458
25,60,15,1191.4853630597459,-1999.9999999999573,3191.485363059703
25,60,20,25942.289429898683,33999.999999999985,-8057.710570101303
25,65,5,18873.44194757952,-4000.00000000027,22873.441947579788
25,65,10,-27098.995331305032,-51999.999999999956,24901.004668694924
25,65,15,1199.7474192597979,-1999.9999999999573,3199.747419259755
25,65,20,25921.429783056967,33999.999999999985,-8078.570216943019
25,70,5,19098.0182031778,-4000.00000000027,23098.018203178068
25,70,10,-26854.51203919942,-51999.999999999956,25145.487960800536
25,70,15,1231.1632112479238,-1999.9999999999573,3231.163211247881
25,70,20,25842.112684473082,33999.999999999985,-8157.887315526901
25,75,5,22024.709992008,-4000.00000000027,26024.70999200827
25,75,10,-23668.390507315013,-51999.999999999956,28331.609492684944
25,75,15,1640.575774505331,-1999.9999999999573,3640.5757745052883
25,75,20,24808.447301991502,33999.999999999985,-9191.552698008485
25,80,5,21828.151048010586,-4000.00000000027,25828.151048010855
25,80,10,-23882.37295881358,-51999.999999999956,28117.627041186377
25,80,15,1613.0793017300703,-1999.9999999999573,3613.0793017300275
25,80,20,24877.86908969142,33999.999999999985,-9122.130910308568
25,85,5,20927.65602955899,-4000.00000000027,24927.65602955926
25,85,10,-24862.690250368923,-51999.999999999956,27137.309749631033
25,85,15,1487.1097769882272,-1999.9999999999573,3487.1097769881844
25,85,20,25195.910959089146,33999.999999999985,-8804.089040910842
25,90,5,19065.56573473062,-4000.00000000027,23065.565734730888
25,90,10,-26889.84118074995,-51999.999999999956,25110.158819250006
25,90,15,1226.6234615066974,-1999.9999999999573,3226.6234615066546
25,90,20,25853.57442886925,33999.999999999985,-8146.425571130736
25,95,5,17404.587016071397,-4000.00000000027,21404.587016071666
25,95,10,-28698.05347003825,-51999.999999999956,23301.946529961708
25,95,15,994.2704828576943,-1999.9999999999573,2994.2704828576516
25,95,20,26440.208186844462,33999.999999999985,-7559.791813155524
25,100,5,18658.83063204786,-4000.00000000027,22658.830632048128
25,100,10,-27332.63036455695,-51999.999999999956,24667.369635443007
25,100,15,1169.7256147325165,-1999.9999999999573,3169.725614732474
25,100,20,25997.22740834862,33999.999999999985,-8002.772591651366
25,105,5,20798.840319771814,-4000.00000000027,24798.840319772084
25,105,10,-25002.92452722865,-51999.999999999956,26997.075472771307
25,105,15,1469.0898508268629,-1999.9999999999573,3469.08985082682
25,105,20,25241.406812268826,33999.999999999985,-8758.59318773116
25,110,5,19387.470478163756,-4000.00000000027,23387.470478164025
25,110,10,-26539.40194482413,-51999.999999999956,25460.598055175826
25,110,15,1271.65445747172,-1999.9999999999573,3271.6544574716772
25,110,20,25739.882310343695,33999.999999999985,-8260.117689656288
25,115,5,19575.138885387427,-4000.00000000027,23575.138885387696
25,115,10,-26335.09811092135,-51999.999999999956,25664.901889078606
25,115,15,1297.9072401996855,-1999.9999999999573,3297.9072401996427
25,115,20,25673.60053216913,33999.999999999985,-8326.399467830855
25,120,5,21247.729845972714,-4000.00000000027,25247.729845972983
25,120,10,-24514.24423970246,-51999.999999999956,27485.755760297496
25,120,15,1531.884646043332,-1999.9999999999573,3531.884646043289
25,120,20,25082.865497613384,33999.999999999985,-8917.134502386603
25,125,5,20975.442032084455,-4000.00000000027,24975.442032084724
25,125,10,-24810.66836950325,-51999.999999999956,27189.331630496705
25,125,15,1493.7945224938662,-1999.9999999999573,3493.7945224938235
25,125,20,25179.03363132738,33999.999999999985,-8820.966368672605
25,130,5,20036.908693728627,-4000.00000000027,24036.908693728896
25,130,10,-25832.39579879367,-51999.999999999956,26167.604201206286
25,130,15,1362.5038477377198,-1999.9999999999573,3362.503847737677
25,130,20,25510.510087394883,33999.999999999985,-8489.489912605102
25,135,5,19976.71587465156,-4000.00000000027,23976.71587465183
25,135,10,-25897.924269423278,-51999.999999999956,26102.07573057668
25,135,15,1354.0835226313711,-1999.9999999999573,3354.0835226313284
25,135,20,25531.76932404953,33999.999999999985,-8468.230675950459
25,140,5,19070.943124913454,-4000.00000000027,23070.943124913723
25,140,10,-26883.987124401327,-51999.999999999956,25116.01287559863
25,140,15,1227.3757002995872,-1999.9999999999573,3227.3757002995444
25,140,20,25851.675212114926,33999.999999999985,-8148.324787885062
25,145,5,18412.359006282582,-4000.00000000027,22412.35900628285
25,145,10,-27600.94989066707,-51999.999999999956,24399.050109332886
25,145,15,1135.2468970008094,-1999.9999999999573,3135.2468970007667
25,145,20,26084.277636285107,33999.999999999985,-7915.722363714877
25,150,5,18135.199094987453,-4000.00000000027,22135.19909498772
25,150,10,-27902.67799354514,-51999.999999999956,24097.322006454815
25,150,15,1096.4752196589707,-1999.9999999999573,3096.475219658928
25,150,20,26182.166524623415,33999.999999999985,-7817.83347537657
25,155,5,18023.323149629417,-4000.00000000027,22023.323149629687
25,155,10,-28024.470920209154,-51999.999999999956,23975.529079790802
25,155,15,1080.8249835354777,-1999.9999999999573,3080.824983535435
25,155,20,26221.67949701441,33999.999999999985,-7778.320502985573
25,160,5,18105.980333867974,-4000.00000000027,22105.980333868243
25,160,10,-27934.48678335112,-51999.999999999956,24065.513216648837
25,160,15,1092.3878306381007,-1999.9999999999573,3092.387830638058
25,160,20,26192.486170171156,33999.999999999985,-7807.51382982883
25,165,5,18123.837330324142,-4000.00000000027,22123.83733032441
25,165,10,-27915.04689524232,-51999.999999999956,24084.953104757635
25,165,15,1094.8858315273992,-1999.9999999999573,3094.8858315273565
25,165,20,26186.179336242727,33999.999999999985,-7813.8206637572575
25,170,5,18389.345022720878,-4000.00000000027,22389.345022721147
25,170,10,-27626.003894932303,-51999.999999999956,24373.996105067654
25,170,15,1132.0274893280503,-1999.9999999999573,3132.0274893280075
25,170,20,26092.405843775738,33999.999999999985,-7907.594156224248
25,175,5,19263.25744475668,-4000.00000000027,23263.25744475695
25,175,10,-26674.625551829617,-51999.999999999956,25325.37444817034
25,175,15,1254.2783960117276,-1999.9999999999573,3254.278396011685
25,175,20,25783.752564524864,33999.999999999985,-8216.247435475121
25,180,5,19841.829127900823,-4000.00000000027,23841.829127901092
25,180,10,-26044.767736107595,-51999.999999999956,25955.23226389236
25,180,15,1335.2143239861848,-1999.9999999999573,3335.214323986142
25,180,20,25579.4093800349,33999.999999999985,-8420.590619965087
25,185,5,20149.335123420788,-4000.00000000027,24149.335123421057
25,185,10,-25710.00359140027,-51999.999999999956,26289.996408599687
25,185,15,1378.2310906724952,-1999.9999999999573,3378.2310906724524
25,185,20,25470.80269186649,33999.999999999985,-8529.197308133496
25,190,5,20036.274111354855,-4000.00000000027,24036.274111355124
25,190,10,-25833.086632236584,-51999.999999999956,26166.913367763373
25,190,15,1362.4150765192285,-1999.9999999999573,3362.4150765191857
25,190,20,25510.7342127485,33999.999999999985,-8489.265787251486
25,195,5,19777.883442145663,-4000.00000000027,23777.883442145932
25,195,10,-26114.381737497562,-51999.999999999956,25885.618262502394
25,195,15,1326.2690133750066,-1999.9999999999573,3326.269013374964
25,195,20,25601.994075142327,33999.999999999985,-8398.005924857656
30,5,5,12509.375096088348,10000.000000000142,2509.3750960882057
30,5,10,48770.90441554764,5999.999999999872,42770.90441554777
30,5,15,4339.793441095673,-41999.99999999982,46339.79344109549
30,5,20,16141.528089530759,8000.000000000185,8141.528089530573
30,5,25,32289.582884921838,44000.00000000013,-11710.417115078295
30,10,5,11427.601457532977,10000.000000000142,1427.6014575328347
30,10,10,30332.67373172613,5999.999999999872,24332.673731726256
30,10,15,-15636.959750893504,-41999.99999999982,26363.040249106314
30,10,20,12631.773617773353,8000.000000000185,4631.773617773168
30,10,25,37337.859864846905,44000.00000000013,-6662.140135153228
30,15,5,11525.9198599016,10000.000000000142,1525.9198599014574
30,15,10,32008.456278764654,5999.999999999872,26008.45627876478
30,15,15,-13821.346587152933,-41999.99999999982,28178.653412846885
30,15,20,12950.762212124882,8000.000000000185,4950.762212124698
30,15,25,36879.04065379333,44000.00000000013,-7120.9593462068015
30,20,5,11540.285198836858,10000.000000000142,1540.2851988367165
30,20,10,32253.305500172286,5999.999999999872,26253.305500172413
30,20,15,-13556.066661481822,-41999.99999999982,28443.933338517996
30,20,20,12997.369756225944,8000.000000000185,4997.369756225759
30,20,25,36812.002405428786,44000.00000000013,-7187.997594571343
30,25,5,11554.81912208939,10000.000000000142,1554.819122089248
30,25,10,32501.02814760988,5999.999999999872,26501.028147610006
30,25,15,-13287.673545418405,-41999.99999999982,28712.326454581413
30,25,20,13044.524262778603,8000.000000000185,5044.524262778417
30,25,25,36744.1774302503,44000.00000000013,-7255.822569749824
30,30,5,11501.649461679135,10000.000000000142,1501.6494616789937
30,30,10,31594.780824617323,5999.999999999872,25594.78082461745
30,30,15,-14269.539940994433,-41999.99999999982,27730.460059005385
30,30,20,12872.018253447555,8000.000000000185,4872.018253447371
30,30,25,36992.302512164824,44000.00000000013,-7007.697487835303
30,35,5,11473.072585259906,10000.000000000142,1473.0725852597643
30,35,10,31107.703842094023,5999.999999999872,25107.70384209415
30,35,15,-14797.259592202867,-41999.99999999982,27202.74040779695
30,35,20,12779.302165509613,8000.000000000185,4779.302165509428
30,35,25,37125.661268787895,44000.00000000013,-6874.338731212234
30,40,5,11384.443112263074,10000.000000000142,1384.4431122629321
30,40,10,29597.063713459127,5999.999999999872,23597.063713459254
30,40,15,-16433.9505268777,-41999.99999999982,25566.04947312212
30,40,20,12491.748764231004,8000.000000000185,4491.748764230819
30,40,25,37539.26547610645,44000.00000000013,-6460.734523893683
30,45,5,11358.208926134157,10000.000000000142,1358.2089261340159
30,45,10,29149.9165854396,5999.999999999872,23149.91658543973
30,45,15,-16918.408497391687,-41999.99999999982,25081.59150260813
30,45,20,12406.63340479052,8000.000000000185,4406.633404790336
30,45,25,37661.69167804139,44000.00000000013,-6338.3083219587415
30,50,5,11291.346454868746,10000.000000000142,1291.346454868605
30,50,10,28010.28290853804,5999.999999999872,22010.282908538167
30,50,15,-18153.135466759606,-41999.99999999982,23846.864533240212
30,50,20,12189.701831351633,8000.000000000185,4189.701831351448
30,50,25,37973.71654394664,44000.00000000013,-6026.28345605349
30,55,5,11441.051817868585,10000.000000000142,1441.0518178684424
30,55,10,30561.927651224152,5999.999999999872,24561.92765122428
30,55,15,-15388.57643002928,-41999.99999999982,26611.42356997054
30,55,20,12675.412564639992,8000.000000000185,4675.412564639806
